dialogueId,utteranceNo,authorRole,utterances,politeness,politeness_intensity,politeness_cause
5109,4,agent,"Sure, main aapki madad karane ke lie hi hoon. Please kya aap hume apane problem ki aur detail men description de sakati hain taki hum aapko achche se assist kar saken?",polite,3,Please kya aap
5109,5,victim,jab mera monster husband sharab ke nashe men tha to usane mere sath maarpeet ki. jab maine usake samane khade hone ki kosis ki to usane meri pitai ki aur mujhpar sexually attack kiya. mujhe bahut nukshan hua hai. us darinde ko saja milani chahie.,impolite,3,monster
5109,6,agent,"Oh, yah kafi nirasha janak hai. yahan kuch support options hain: Police Complaint, Non-Governmental Organization (NGO) Assistance, Women's Support Group (WSG), Legal Aid, Medical Aid, SIUCAW Assistance, aur Counseling Assistance. ",polite,3,
5109,7,victim,"Fine, police complaint option ke lie meri help karen aur is baar jaldi karen.",impolite,3,
5109,8,agent,"Yes, aap police complaint online ya offline dono men file kar sakati hain.  ",neutral,0,
5109,9,victim,main in person mode men police report file karungi.,neutral,0,
5109,10,agent,"Yes, please kya aap mujhe bataengi ki aap kahan hai taki hum aapki achche se madad kar saken.",polite,3,please kya aap mujhe bataengi
5109,11,victim,"kya bakvas hai! tumhe mere location ki kya jarurat hai? jo bhi ho, mera nam Alwal hai, aur mera address Rajasthan-876544 hai.  ",impolite,3,kya bakvas hai
5109,12,agent,"address share karane ke lie thank you, aur aapko pareshan karane ke lie main maphi chahata hoon. yahan aap jan sakate hain ki aapne pas ke police station ke touch men kaise rahen. Deepak Chopra, XYZ Police Station, ALwal, Rajasthan-876545 ko 98578##### par contact kar sakate hain. ",polite,3,address share karane ke lie thank you
5109,13,victim,Please mera samay aur barbad mat karo aur mujhe batao ki abhi jahan main hoon vahan se ye kita door hai.,impolite,3,Please mera samay aur barbad mat karo
5109,14,agent,"Sure, abhi aap jahan hain vahan se ye keval 1.6 kilometres door hai. ",neutral,0,
5109,15,victim,"kuch na karne ke lie, thank you.",impolite,3,"kuch na karne ke lie, thank you."
5109,16,agent,yadi aapki koi queries ya concerns hai to please Rakshak ko contact karen. Rakshak se contact karane ke lie thank you very much. aapka din badhiya ho.,polite,3,"please Rakshak ko contact karen, Rakshak se contact karane ke lie thank you very much, aapka din badhiya ho"
5110,0,agent,"Hello, mera nam Rakshak hai, and main yahan safe aur secure environment men aapki help ke lie hoon.",polite,3,Hello
5110,1,victim,aapki greetings ineffective hain. Please.,impolite,3,aapki greetings ineffective hain
5110,2,agent,"Yes, main help ke lie available hoon. Please gussa mat kijie. Please mujhe apana full name batao. ",polite,3,"Please gussa mat kijie, Please mujhe apana full name batao"
5110,3,victim,"main Stuti hoon, 18-year-old Sindri girl aur Dhanbad men rahati hoon. ",neutral,0,
5110,4,agent,"Salutations, Stuti. kya aap apane problem ke baare men aur information provide kar sakati hain?",polite,3,"Salutations, kya aap "
5110,5,victim,"teen sal pahale, mujhe Dhanbad train station se kidnape kar liya gaya tha aur orchestra band chalane vale ek vyakti ko bech diya gaya tha. us dusht ne tab se mujhe orchestra band men nachaya hai. main isse free hona chahati hoon.",impolite,3,
5110,6,agent,"ye repulsive hai. isake result men, kya aapne police report ki hai?",impolite,3,
5110,7,victim,"No, har baar jab main chillati hoon aur mujhe jane dene ke lie kahati hoon to vo mujhe marta hai. vo mujhe physically bhi assault karata hai. main use mar dena chahati hoon.",impolite,3,
5110,8,agent,"ye sunne men bahut dukhi karane vala hai. hum aapki help ke lie jo bhi possible hoga karenge. complaint hone par, yahan kuch services ki list hai jo hum provide karate hain. SIUCAW members ko police complaint/assistance. NGO Assistance, Women's Support Group SIUCAW Assistance, Legal Assistance, aur Counseling Assistance milenge.",polite,3,
5110,9,victim,"Thik hai, police complaint option ke lie meri help karen aur is baar thoda jaldi karen. tum bahut dhimen ho bevakoof.",impolite,3,
5110,10,agent,"Yes, aap police complaint online ya offline dono men file kar sakati hain.  ",neutral,0,
5110,11,victim,"Obviously, internet par. aapko samajhana muskil hai aur bahut question puchate hain.",impolite,3,
5110,12,agent,isse aapko hui kisi bhi inconvenience ke lie please mera sorry accept karen. Police men complaint karane ke lie please  national portal www. crimeagainstwomen. gov.in ka use karen.,polite,3,please mera sorry accept karen
5110,13,victim,"Thank God, app kuch useful information dene men saksham rahe.",impolite,3,Thank God
5110,14,agent,aur kuch hai jisse main aapki life easy kar sakta hooN?,neutral,0,aur kuch hai jisse main aapki life easy kar sakta hooN
5110,15,victim,"Nahi, nahi, mujhe aapka kafi assistance mil gaya hai.  ",impolite,3,
5110,16,agent,yadi aapki koi queries ya concerns hai to please Rakshak ko contact karen. Rakshak se contact karane ke lie thank you very much. aapka din badhiya ho.,polite,3,"please Rakshak ko contact karen, Rakshak se contact karane ke lie thank you very much, aapka din badhiya ho"
5111,0,agent,"Hello, mera nam Rakshak hai, and main yahan safe aur secure environment men aapki help ke lie hoon.",polite,3,Hello
5111,1,victim,aapki greetings ineffective hain. Please.,impolite,3,aapki greetings ineffective hain
5111,2,agent,"Yes, main help ke lie available hoon. Please gussa mat kijie. Please mujhe apana full name batao. ",polite,3,"Please gussa mat kijie, Please mujhe apana full name batao"
5111,3,victim,"main Stuti hoon, 18-year-old Sindri girl aur Dhanbad men rahati hoon. ",neutral,0,
5111,4,agent,"Salutations, Stuti. kya aap apane problem ke baare men aur information provide kar sakati hain?",polite,3,"Salutations, kya aap "
5111,5,victim,"teen sal pahale, mujhe Dhanbad train station se kidnape kar liya gaya tha aur orchestra band chalane vale ek vyakti ko bech diya gaya tha. us dusht ne tab se mujhe orchestra band men nachaya hai. main isse free hona chahati hoon.",impolite,3,
5111,6,agent,"ye repulsive hai. isake result men, kya aapne police report ki hai?",impolite,3,
5111,7,victim,"No, har baar jab main chillati hoon aur mujhe jane dene ke lie kahati hoon to vo mujhe marta hai. vo mujhe physically bhi assault karata hai. main use mar dena chahati hoon.",impolite,3,
5111,8,agent,"ye sunne men bahut dukhi karane vala hai. hum aapki help ke lie jo bhi possible hoga karenge. complaint hone par, yahan kuch services ki list hai jo hum provide karate hain. SIUCAW members ko police complaint/assistance. NGO Assistance, Women's Support Group SIUCAW Assistance, Legal Assistance, aur Counseling Assistance milenge.",polite,3,
5111,9,victim,main turant non-profit organisation ki help lena chahungi.,impolite,3,
5111,10,agent,"Sure, kya aap hume bata sakati hain ki abhi aap kahan hain taki hum aapki achche se madad kar saken?",polite,3,kya aap
5111,11,victim,"To be honest, tum samajh ke bahar ho. mera address le, for example, mera address, jo ki 897654 Alwal, Rajasthan hai. ",impolite,3,tum samajh ke bahar ho
5111,12,agent,"location share karane ke lie thank you, aur main maphi chahata hoon agar maine aapko upset kiya hai to. NGO ka details niche diya hua hai. Mahila Morcha, Dr. Vedika Sharma, 98578##### ",polite,3,location share karane ke lie thank you
5111,13,victim,"kam se kam, is baar aapne kuch useful mention kiya hai.",impolite,3,
5111,14,agent,Is there anything else I can do for you?,neutral,0,Is there anything else I can do for you
5111,15,victim,yahan bas ek hi cheej hai. help ke lie aapke pas aana bahut hi inconvenient hai.,impolite,3,
5111,16,agent,"In future, main aapko better support dene ki asha karata hoon. Rakshak ko contact karane ke lie thank you very much. aapka din badhiya ho.",polite,3,"contact karane ke lie thank you very much, aapka din badhiya ho"
5112,0,agent,"Hello, mera nam Rakshak hai, and main yahan safe aur secure environment men aapki help ke lie hoon.",polite,3,Hello
5112,1,victim,aapki greetings ineffective hain. Please.,impolite,3,aapki greetings ineffective hain
5112,2,agent,"Yes, main help ke lie available hoon. Please gussa mat kijie. Please mujhe apana full name batao. ",polite,3,"Please gussa mat kijie, Please mujhe apana full name batao"
5112,3,victim,"main Stuti hoon, 18-year-old Sindri girl aur Dhanbad men rahati hoon. ",neutral,0,
5112,4,agent,"Salutations, Stuti. kya aap apane problem ke baare men aur information provide kar sakati hain?",polite,3,"Salutations, kya aap "
5112,5,victim,"teen sal pahale, mujhe Dhanbad train station se kidnape kar liya gaya tha aur orchestra band chalane vale ek vyakti ko bech diya gaya tha. us dusht ne tab se mujhe orchestra band men nachaya hai. main isse free hona chahati hoon.",impolite,3,
5112,6,agent,"ye repulsive hai. isake result men, kya aapne police report ki hai?",impolite,3,
5112,7,victim,"No, har baar jab main chillati hoon aur mujhe jane dene ke lie kahati hoon to vo mujhe marta hai. vo mujhe physically bhi assault karata hai. main use mar dena chahati hoon.",impolite,3,
5112,8,agent,"ye sunne men bahut dukhi karane vala hai. hum aapki help ke lie jo bhi possible hoga karenge. complaint hone par, yahan kuch services ki list hai jo hum provide karate hain. SIUCAW members ko police complaint/assistance. NGO Assistance, Women's Support Group SIUCAW Assistance, Legal Assistance, aur Counseling Assistance milenge.",polite,3,
5112,9,victim,main sidhe Women Support Group ka help lena chahungi.,impolite,3,
5112,10,agent,"Sure, please kya aap bata sakati hain ki aap abhi kahan hain taki hum aapki achche se help kar saken.",neutral,0,please kya aap bata sakati hain
5112,11,victim,"Take, for example, mera address, jo ki 897654 Alwal, Rajasthan hai. ab mujhe jaldi se bataen.",impolite,3,
5112,12,agent,"Yes, niche Women Support Group achche se detail men explain kiya gaya hai: Dr. Manisha Sharma, Mahila Suraksha 98578##### ",neutral,0,
5112,13,victim,"That's OK, lekin kuch na karane ke lie thank you.",impolite,3,kuch na karane ke lie thank you
5112,14,agent,aur kuch hai jisse main aapki life easy kar sakta hooN?,neutral,0,aur kuch hai jisse main aapki life easy kar sakta hooN
5112,15,victim,"ab, mera time waste mat karo aur bas mujhe is group ka pura address batao.",impolite,3,mera time waste mat karo
5112,16,agent,"Yes, please complete address ke lie neeche di hui link padhen: Dr. Manisha Sharma 98578#####, Moti Mahal, Bhikharipur, Alwal, Rajasthan-897654, Mahila Suraksha, Moti Mahal, Bhikharipur, Alwal, Rajasthan-897654, Mahila Suraksha, Moti Mahal, Bhikharipur, Alwal, Rajasthan-897654, Mahila Suraksha, Moti Mahal, Bhikharipur, Alwal, Rajasthan- ",neutral,0,please
5112,17,victim,"Oh, my goodness! Dhanyvad, aapne koi questions nahi poocha.  ",impolite,3,"my goodness, Dhanyvad"
5112,18,agent,kya kuch aur hai jisme maiN aapki help kar sakta hooN?,neutral,0,kya kuch aur hai jisme maiN aapki help kar sakta hooN
5112,19,victim,"No way, yahan se chale jao",impolite,3,
5112,20,agent,"Rakshak, se touch men rahane ke lie thank you. aapka din badhiya ho! ",polite,3,"Rakshak, se touch men rahane ke lie thank you, aapka din badhiya ho"
5113,0,agent,"Hello, mera nam Rakshak hai, and main yahan safe aur secure environment men aapki help ke lie hoon.",polite,3,Hello
5113,1,victim,aapki greetings ineffective hain. Please.,impolite,3,aapki greetings ineffective hain
5113,2,agent,"Yes, main help ke lie available hoon. Please gussa mat kijie. Please mujhe apana full name batao. ",polite,3,"Please gussa mat kijie, Please mujhe apana full name batao"
5113,3,victim,"main Stuti hoon, 18-year-old Sindri girl aur Dhanbad men rahati hoon. ",neutral,0,
5113,4,agent,"Salutations, Stuti. kya aap apane problem ke baare men aur information provide kar sakati hain?",polite,3,"Salutations, kya aap "
5113,5,victim,"teen sal pahale, mujhe Dhanbad train station se kidnape kar liya gaya tha aur orchestra band chalane vale ek vyakti ko bech diya gaya tha. us dusht ne tab se mujhe orchestra band men nachaya hai. main isse free hona chahati hoon.",impolite,3,
5113,6,agent,"ye repulsive hai. isake result men, kya aapne police report ki hai?",impolite,3,
5113,7,victim,"No, har baar jab main chillati hoon aur mujhe jane dene ke lie kahati hoon to vo mujhe marta hai. vo mujhe physically bhi assault karata hai. main use mar dena chahati hoon.",impolite,3,
5113,8,agent,"ye sunne men bahut dukhi karane vala hai. hum aapki help ke lie jo bhi possible hoga karenge. complaint hone par, yahan kuch services ki list hai jo hum provide karate hain. SIUCAW members ko police complaint/assistance. NGO Assistance, Women's Support Group SIUCAW Assistance, Legal Assistance, aur Counseling Assistance milenge.",polite,3,
5113,9,victim,mujh legal counsel ki jarurat hai. Please jaldi respond kare aur mujhe bataen ki mujhe help kaise mil sakati hai?,impolite,3,Please
5113,10,agent,"Sure, kya aap hume bata sakati hain ki abhi aap kahan hain taki hum aapko achche se assist kar saken?",neutral,0,kya aap hume bata sakati hain
5113,11,victim,"kya ye sach nahi hai ki har cheej ek baar men nahi pooch sakate? jo bhi ho, main Rajasthan men Alwal district se hoon.",impolite,3,
5113,12,agent,"address share karane ke lie thank you, aur asuvidha ke lie maphi chahata hoon. kya ye thik rahega ki main puchoon ki aap online legal assistance prefer karengi ya offline legal assistance?  ",polite,3,address share karane ke lie thank you
5113,13,victim,"abhi mujhe irritate mat karo; isake bajae, mujhe jald se jald mujhe offline legal counsel provide karen.",impolite,3,abhi mujhe irritate mat karo
5113,14,agent,"Please aapko gussa dilane ke lie mujhe kshama karen. yahan kuch aapke area ke capable divorce lawyers ki list di hui hai. D K Dikshit, Adv. Ram Jethmalani, Adv. S K Sharma, Adv. Anil Baijal.",polite,3,Please aapko gussa dilane ke lie mujhe kshama karen
5113,15,victim,"Okay, yah thik hai.",neutral,0,
5113,16,agent,Is there anything else I can do for you?,neutral,0,Is there anything else I can do for you
5113,17,victim,Please mujhe jald se jald  Anil Baijal ke fees ke bare meN inform kareN.,impolite,3,Please
5113,18,agent,"Yes, jaisa case ho sakata hai, yah kafi modest aur low-cost ka hai.  ",neutral,0,
5113,19,victim,badhiya hai.,neutral,0,
5113,20,agent,kya kuch aur hai jisme maiN aapki help kar sakta hooN?,neutral,0,kya kuch aur hai jisme maiN aapki help kar sakta hooN
5113,21,victim,"nahi, ye sufficient hai. ",impolite,3,
5113,22,agent,"Rakshak, Rakshak se contact karane ke lie thank you.aapka din badhiya ho!",polite,3,"Rakshak, se contact karane ke lie thank you, aapka din badhiya ho"
5114,0,agent,"Hello, mera nam Rakshak hai, and main yahan safe aur secure environment men aapki help ke lie hoon.",polite,3,Hello
5114,1,victim,aapki greetings ineffective hain. Please.,impolite,3,aapki greetings ineffective hain
5114,2,agent,"Yes, main help ke lie available hoon. Please gussa mat kijie. Please mujhe apana full name batao. ",polite,3,"Please gussa mat kijie, Please mujhe apana full name batao"
5114,3,victim,"main Stuti hoon, 18-year-old Sindri girl aur Dhanbad men rahati hoon. ",neutral,0,
5114,4,agent,"Salutations, Stuti. kya aap apane problem ke baare men aur information provide kar sakati hain?",polite,3,"Salutations, kya aap "
5114,5,victim,"teen sal pahale, mujhe Dhanbad train station se kidnape kar liya gaya tha aur orchestra band chalane vale ek vyakti ko bech diya gaya tha. us dusht ne tab se mujhe orchestra band men nachaya hai. main isse free hona chahati hoon.",impolite,3,
5114,6,agent,"ye repulsive hai. isake result men, kya aapne police report ki hai?",impolite,3,
5114,7,victim,"No, har baar jab main chillati hoon aur mujhe jane dene ke lie kahati hoon to vo mujhe marta hai. vo mujhe physically bhi assault karata hai. main use mar dena chahati hoon.",impolite,3,
5114,8,agent,"ye sunne men bahut dukhi karane vala hai. hum aapki help ke lie jo bhi possible hoga karenge. complaint hone par, yahan kuch services ki list hai jo hum provide karate hain. SIUCAW members ko police complaint/assistance. NGO Assistance, Women's Support Group SIUCAW Assistance, Legal Assistance, aur Counseling Assistance milenge.",polite,3,
5114,9,victim,"mujhe divorce chahie, lekin vah jerk mujhe nahi de raha. mujhe legal counsel ki jarurat hai. ",impolite,3,jerk
5114,10,agent,"Yes, please kya aap mujhe bataengi ki aap kahan hai taki hum aapki achche se madad kar saken.",polite,3,please kya aap mujhe bataengi
5114,11,victim,"aap ek bar men sabkuch nahi pooch sakate. jo bhi ho, main Alwal district Rajasthan se hoon.  ",impolite,3,
5114,12,agent,contact information dene ke lie thank you. kya ye thik rahega ki main aapse janna chahoon ki aap online legal assistance prefer karengi ya offline?,polite,3,contact information dene ke lie thank you
5114,13,victim,"abhi mujhe irritate mat karo; iske bajae, jitana jaldi ho sake mujhe online legal assistance ke lie help provide karo.",impolite,3,abhi mujhe irritate mat karo
5114,14,agent,Please aapko gussa dilane ke lie mujhe kshama karen. yahan aap online legal complaint file kar sakati hain. Website www.onlinelegalhelp.gov.in Indian residents ko legal help provide karata hai.,polite,3,Please aapko gussa dilane ke lie mujhe kshama karen
5114,15,victim,That's OK.,neutral,0,
5114,16,agent,kya kuch aur hai jisme maiN aapki help kar sakta hooN?,polite,3,kya kuch aur hai jisme maiN aapki help kar sakta hooN
5114,17,victim,Please mujhe batao yadi main is website ke through divorce ke lie file kar sakati hoon.,impolite,3,Please
5114,18,agent,"Yes, ma'am, legal counsel ki help se, aap aisa kar sakati hain.",neutral,0,
5114,19,victim,Okay .,neutral,0,
5114,20,agent,aur kuch hai jisse main aapki life easy kar sakta hooN?,neutral,0,aur kuch hai jisse main aapki life easy kar sakta hooN
5114,21,victim,"Nahi, mujhe ab aapke kisi aur help ki jarurat nahi hai.",impolite,3,
5114,22,agent,"Rakshak, Rakshak se contact karane ke lie thank you.aapka din badhiya ho!",polite,3,"Rakshak, Rakshak se contact karane ke lie thank you, aapka din badhiya ho"
5115,0,agent,"Hello, mera nam Rakshak hai, and main yahan safe aur secure environment men aapki help ke lie hoon.",polite,3,Hello
5115,1,victim,aapki greetings ineffective hain. Please.,impolite,3,aapki greetings ineffective hain
5115,2,agent,"Yes, main help ke lie available hoon. Please gussa mat kijie. Please mujhe apana full name batao. ",polite,3,"Please gussa mat kijie, Please mujhe apana full name batao"
5115,3,victim,"main Stuti hoon, 18-year-old Sindri girl aur Dhanbad men rahati hoon. ",neutral,0,
5115,4,agent,"Salutations, Stuti. kya aap apane problem ke baare men aur information provide kar sakati hain?",polite,3,"Salutations, kya aap "
5115,5,victim,"teen sal pahale, mujhe Dhanbad train station se kidnape kar liya gaya tha aur orchestra band chalane vale ek vyakti ko bech diya gaya tha. us dusht ne tab se mujhe orchestra band men nachaya hai. main isse free hona chahati hoon.",impolite,3,
5115,6,agent,"ye repulsive hai. isake result men, kya aapne police report ki hai?",impolite,3,
5115,7,victim,"No, har baar jab main chillati hoon aur mujhe jane dene ke lie kahati hoon to vo mujhe marta hai. vo mujhe physically bhi assault karata hai. main use mar dena chahati hoon.",impolite,3,
5115,8,agent,"ye sunne men bahut dukhi karane vala hai. hum aapki help ke lie jo bhi possible hoga karenge. complaint hone par, yahan kuch services ki list hai jo hum provide karate hain. SIUCAW members ko police complaint/assistance. NGO Assistance, Women's Support Group SIUCAW Assistance, Legal Assistance, aur Counseling Assistance milenge.",polite,3,
5115,9,victim,"So, ant men, aap shamil hone ja rahe hain. abhi mujhe medical help chahie.",impolite,3,
5115,10,agent,"Sure, please kya aap mujhe bataengi ki aap kahan hain taki main aapko behatar tarike se serve kar sakoon?",polite,3,please kya aap
5115,11,victim,"aap mujhe apane questions se itana jyada kyon pareshan kar rahe hain? jo bhi ho, main Alwal district Rajasthan se hoon.  ",impolite,3,
5115,12,agent,"humen location ke baare men batane ke lie thank you, aur hum isse hui kisi bhi inconvenience ke lie main sorry hoon. aapko home visit chahie ya hospital visit?",polite,3,
5115,13,victim,"kya bakwas hai, phir se ek aur investigation. thik hai, main aapke ghar par aapse milana chahata hoon.",impolite,3,
5115,14,agent,Please aapko is tarah se feel karane ke lie mujhe maaf karen. Please home visit schedule karane ke lie Dr. Shima Saha ko +91 9876543234 par contact karen.,polite,3,"Please aapko is tarah se feel karane ke lie mujhe maaf karen, Please "
5115,15,victim,mere patience ka test lene ke lie thank you.,impolite,3,mere patience ka test lene ke lie thank you
5115,16,agent,kya main aapki help ke lie kuch aur kar sakata hoon?,neutral,0,kya main aapki help ke lie kuch aur kar sakata hoon
5115,17,victim,There's no way.,impolite,3,
5115,18,agent,yadi aapki koi queries ya concerns hai to please Rakshak ko contact karen. Rakshak se contact karane ke lie thank you very much. aapka din badhiya ho.,polite,3,"please Rakshak ko contact karen, Rakshak se contact karane ke lie thank you very much, aapka din badhiya ho"
5116,0,agent,"Hello, mera nam Rakshak hai, and main yahan safe aur secure environment men aapki help ke lie hoon.",polite,3,Hello
5116,1,victim,aapki greetings ineffective hain. Please.,impolite,3,aapki greetings ineffective hain
5116,2,agent,"Yes, main help ke lie available hoon. Please gussa mat kijie. Please mujhe apana full name batao. ",polite,3,"Please gussa mat kijie, Please mujhe apana full name batao"
5116,3,victim,"main Stuti hoon, 18-year-old Sindri girl aur Dhanbad men rahati hoon. ",neutral,0,
5116,4,agent,"Salutations, Stuti. kya aap apane problem ke baare men aur information provide kar sakati hain?",polite,3,"Salutations, kya aap "
5116,5,victim,"teen sal pahale, mujhe Dhanbad train station se kidnape kar liya gaya tha aur orchestra band chalane vale ek vyakti ko bech diya gaya tha. us dusht ne tab se mujhe orchestra band men nachaya hai. main isse free hona chahati hoon.",impolite,3,
5116,6,agent,"ye repulsive hai. isake result men, kya aapne police report ki hai?",impolite,3,
5116,7,victim,"No, har baar jab main chillati hoon aur mujhe jane dene ke lie kahati hoon to vo mujhe marta hai. vo mujhe physically bhi assault karata hai. main use mar dena chahati hoon.",impolite,3,
5116,8,agent,"ye sunne men bahut dukhi karane vala hai. hum aapki help ke lie jo bhi possible hoga karenge. complaint hone par, yahan kuch services ki list hai jo hum provide karate hain. SIUCAW members ko police complaint/assistance. NGO Assistance, Women's Support Group SIUCAW Assistance, Legal Assistance, aur Counseling Assistance milenge.",polite,3,
5116,9,victim,"So, ant men, aap shamil hone ja rahe hain. abhi mujhe medical help chahie.",impolite,3,
5116,10,agent,"Sure, please kya aap mujhe bataengi ki aap kahan hain taki main aapko behatar tarike se serve kar sakoon?",neutral,0,please kya aap mujhe bataengi
5116,11,victim,"phirse question: tum kya kar rahe ho? jo bhi ho, main Alwal district Rajasthan se hoon. ",impolite,3,
5116,12,agent,hume location ke baare men batane ke lie thank you. isse aapko hui kisi bhi inconvenience ke lie please mera sorry accept karen. aapko home visit chahie ya hospital visit?,polite,3,
5116,13,victim,"Please jitana jaldi possible ho mujhe mere pas ke hospitals ke baare men inform karo., bevakoof. ",impolite,3,bevakooph
5116,14,agent,"Yes, main aapke area ka hospitaIs list provide kar sakata hoon.",neutral,0,
5116,15,victim,kya yah government-owned or operated facility hai?,neutral,0,
5116,16,agent,"han, ma'am, yah poori tarah se government operational facility hai... ",neutral,0,
5116,17,victim,aapne mere patience ka bahut test liya hai.,impolite,3,
5116,18,agent,kya main aapki help ke lie kuch aur kar sakata hoon?,neutral,0,kya main aapki help ke lie kuch aur kar sakata hoon
5116,19,victim,"No way, nahi janti kaise.  ",impolite,3,
5116,20,agent,yadi aapki koi queries ya concerns hai to please Rakshak ko contact karen. Rakshak se contact karane ke lie thank you very much. aapka din badhiya ho.,polite,3,"please Rakshak ko contact karen, Rakshak se contact karane ke lie thank you very much, aapka din badhiya ho"
5117,0,agent,"Hello, mera nam Rakshak hai, and main yahan safe aur secure environment men aapki help ke lie hoon.",polite,3,Hello
5117,1,victim,aapki greetings ineffective hain. Please.,impolite,3,aapki greetings ineffective hain
5117,2,agent,"Yes, main help ke lie available hoon. Please gussa mat kijie. Please mujhe apana full name batao. ",polite,3,"Please gussa mat kijie, Please mujhe apana full name batao"
5117,3,victim,"main Stuti hoon, 18-year-old Sindri girl aur Dhanbad men rahati hoon. ",neutral,0,
5117,4,agent,"main Stuti hoon, 18-year-old Sindri girl hoon jo Dhanbad men rahati hai.",polite,3,
5117,5,victim,"teen sal pahale, mujhe Dhanbad train station se kidnape kar liya gaya tha aur orchestra band chalane vale ek vyakti ko bech diya gaya tha. us dusht ne tab se mujhe orchestra band men nachaya hai. main isse free hona chahati hoon.",impolite,3,
5117,6,agent,"ye repulsive hai. isake result men, kya aapne police report ki hai?",impolite,3,
5117,7,victim,"No, har baar jab main chillati hoon aur mujhe jane dene ke lie kahati hoon to vo mujhe marta hai. vo mujhe physically bhi assault karata hai. main use mar dena chahati hoon.",impolite,3,
5117,8,agent,"ye sunne men bahut dukhi karane vala hai. hum aapki help ke lie jo bhi possible hoga karenge. complaint hone par, yahan kuch services ki list hai jo hum provide karate hain. SIUCAW members ko police complaint/assistance. NGO Assistance, Women's Support Group SIUCAW Assistance, Legal Assistance, aur Counseling Assistance milenge.",polite,3,
5117,9,victim,Bhagvan ke lie jitana jaldi ho sake please mujhe SIUCAW assistance ke lie help karen.,impolite,3,please
5117,10,agent,"Yes, please mujhe bataen ki aap kahan rahati hain.",neutral,0,please
5117,11,victim,Please mera address turant len aur mera time jyada waste na karen. main Alwal district Rajasthan men rahati hoon.,impolite,3,Please
5117,12,agent,address provide karane ke lie thank you. aapko SIUCAW assistance online mode men chahie ya offline mode men?,polite,3,address provide karane ke lie thank you
5117,13,victim,main online choice ke lie apani displeasure express karungi.,impolite,3,
5117,14,agent,"hum aapke decision se agree hain. online help ke lie, please SIUCAW Help webpage. (http: /www. onlinesiucawhelp. gov. in/)visit karen.  ",polite,3,
5117,15,victim,aapne sach men mere patience ka test liya hai.,impolite,3,
5117,16,agent,Is there anything else jiske lie maiN aapko assist kar sakta hooN?,neutral,0,
5117,17,victim,"Yes, lekin for the love of Christ, aur question mat poochie. kya kuch aur hai jo main is site par dal sakati hoon?",impolite,3,for the love of Christ
5117,18,agent,"Sure, report karane par Aadhar card ya anya prakar ki identity mangi jaegi. ",neutral,0,
5117,19,victim,Oh my goodness! yah surprising hai ki aapne koi aur question nahi poocha.,impolite,3,Oh my goodness
5117,20,agent,kya kuch hai jo main aapko assist karane ke lie kar sakata hoon?,neutral,0,kya kuch hai jo main aapko assist karane ke lie kar sakata hoon
5117,21,victim,There's no way.,impolite,3,
5117,22,agent,yadi aapki koi queries ya concerns hai to please Rakshak ko contact karen. Rakshak se contact karane ke lie thank you very much. aapka din badhiya ho.,polite,3,"please Rakshak ko contact karen, Rakshak se contact karane ke lie thank you very much, aapka din badhiya ho"
5118,0,agent,"Hello, mera nam Rakshak hai, and main yahan safe aur secure environment men aapki help ke lie hoon.",polite,3,Hello
5118,1,victim,aapki greetings ineffective hain. Please.,impolite,3,aapki greetings ineffective hain
5118,2,agent,"Yes, main help ke lie available hoon. Please apana apa na khoen. please kya aap mujhe apana poora nam bataengi? ",polite,3,"main help ke lie available hoon, Please apana apa na khoen, please kya aap mujhe apana poora nam bataengi"
5118,3,victim,"main Stuti hoon, 18-year-old Sindri girl aur Dhanbad men rahati hoon. ",neutral,0,
5118,4,agent,"Salutations, Stuti. kya aap apane problem ke baare men aur information provide kar sakati hain?",polite,3,"Salutations, kya aap "
5118,5,victim,"teen sal pahale, mujhe Dhanbad train station se kidnape kar liya gaya tha aur orchestra band chalane vale ek vyakti ko bech diya gaya tha. us dusht ne tab se mujhe orchestra band men nachaya hai. main is gulami se free hona chahati hoon.",impolite,3,
5118,6,agent,"ye repulsive hai. isake result men, kya aapne police report ki hai?",impolite,3,
5118,7,victim,"No, har baar jab main chillati hoon aur mujhe jane dene ke lie kahati hoon to vo mujhe marta hai. vo mujhe physically bhi assault karata hai. main use mar dena chahati hoon.",impolite,3,
5118,8,agent,"ye sunne men bahut dukhi karane vala hai. hum aapki help ke lie jo bhi possible hoga karenge. complaint hone par, yahan kuch services ki list hai jo hum provide karate hain. SIUCAW members ko police complaint/assistance. NGO Assistance, Women's Support Group SIUCAW Assistance, Legal Assistance, aur Counseling Assistance milenge.",polite,3,
5118,9,victim,mujhe counselling ki jarurat hai. main itani frustrated hoon ki main un badmashon ko mar dena chahati hoon.,impolite,3,main un badmashon ko mar dena chahati hoon
5118,10,agent,"Sure, kya aap aap mujhe bataengi ki abhi kahan hain taki main aapko achche se assist kar sakoon?",neutral,0,kya aap
5118,11,victim,"aap mujhe itana interrogatie kyon kar rahe hain? jo bhi ho, mera phone number 897654 hai, aur main Motihari, Bihar men hoon.  ",neutral,0,
5118,12,agent,Contact information dene ke lie thank you. aapke area men counsellors ke lie aapka location search ke lie add kiya jaega. aap counselling assistance online lena prefer karengi ya in person?,polite,3,Contact information dene ke lie thank you
5118,13,victim,sidhe mujhe online counselling ke lie assist karen.,impolite,3,
